Setting Name           Location      Start Address  Start Bit  Num Bits  NVM    Type
M_FRAC_EN              0x0521[4]     0x0521         4          1         User   R/W 
M_FRAC_MODE            0x0521[3:0]   0x0521         0          4         User   R/W 
IN_SEL                 0x052A[3:1]   0x052A         1          3         User   R/W 
IN_SEL_REGCTRL         0x052A[0]     0x052A         0          1         User   R/W 
FASTLOCK_MAN           0x052B[1]     0x052B         1          1         User   R/W 
FASTLOCK_AUTO_EN       0x052B[0]     0x052B         0          1         User   R/W 
RAMP_STEP_INTERVAL     0x052C[7:5]   0x052C         5          3         User   R/W 
HOLDEXIT_BW_SEL1       0x052C[4]     0x052C         4          1         User   R/W 
HOLD_RAMP_BYP          0x052C[3]     0x052C         3          1         User   R/W 
HOLD_EN                0x052C[0]     0x052C         0          1         User   R/W 
HOLD_RAMPBYP_NOHIST    0x052D[1]     0x052D         1          1         User   R/W 
HOLD_HIST_LEN          0x052E[4:0]   0x052E         0          5         User   R/W 
HOLD_HIST_DELAY        0x052F[4:0]   0x052F         0          5         User   R/W 
HOLD_REF_COUNT_FRC     0x0531[4:0]   0x0531         0          5         User   R/W 
HOLD_15M_CYC_COUNT     0x0532[23:0]  0x0532         0          24        User   R/W 
FORCE_HOLD             0x0535[0]     0x0535         0          1         None   R/W 
HSW_EN                 0x0536[2]     0x0536         2          1         User   R/W 
CLK_SWITCH_MODE        0x0536[1:0]   0x0536         0          2         User   R/W 
IN_OOF_MSK             0x0537[7:4]   0x0537         4          4         User   R/W 
IN_LOS_MSK             0x0537[3:0]   0x0537         0          4         User   R/W 
IN1_PRIORITY           0x0538[6:4]   0x0538         4          3         User   R/W 
IN0_PRIORITY           0x0538[2:0]   0x0538         0          3         User   R/W 
IN3_PRIORITY           0x0539[6:4]   0x0539         4          3         User   R/W 
IN2_PRIORITY           0x0539[2:0]   0x0539         0          3         User   R/W 
HSW_PHMEAS_CTRL        0x053A[3:2]   0x053A         2          2         SiLab  R/W 
HSW_MODE               0x053A[1:0]   0x053A         0          2         SiLab  R/W 
HSW_PHMEAS_THR         0x053B[9:0]   0x053B         0          10        SiLab  R/W 
HSW_COARSE_PM_LEN      0x053D[4:0]   0x053D         0          5         User   R/W 
HSW_COARSE_PM_DLY      0x053E[4:0]   0x053E         0          5         User   R/W 
FASTLOCK_STATUS        0x053F[2]     0x053F         2          1         None   R/O 
HOLD_HIST_VALID        0x053F[1]     0x053F         1          1         None   R/O 
CAP_SHORT_DELAY        0x0589[12:0]  0x0589         0          13        User   R/W 
HOLDEXIT_STD_BO        0x059B[7]     0x059B         7          1         User   R/W 
HOLDEXIT_BW_SEL0       0x059B[6]     0x059B         6          1         User   R/W 
HOLD_FRZ_WITH_INTONLY  0x059B[5]     0x059B         5          1         User   R/W 
HOLD_PRESERVE_HIST     0x059B[4]     0x059B         4          1         User   R/W 
INIT_LP_CLOSE_HO       0x059B[1]     0x059B         1          1         User   R/W 
HOLDEXIT_BW0           0x059D[5:0]   0x059D         0          6         User   R/W 
HOLDEXIT_BW1           0x059E[5:0]   0x059E         0          6         User   R/W 
HOLDEXIT_BW2           0x059F[5:0]   0x059F         0          6         User   R/W 
HOLDEXIT_BW3           0x05A0[5:0]   0x05A0         0          6         User   R/W 
HOLDEXIT_BW4           0x05A1[5:0]   0x05A1         0          6         User   R/W 
HOLDEXIT_BW5           0x05A2[5:0]   0x05A2         0          6         User   R/W 
RAMP_SWITCH_EN         0x05A6[3]     0x05A6         3          1         User   R/W 
RAMP_STEP_SIZE         0x05A6[2:0]   0x05A6         0          3         User   R/W 
FIXREGSA0              0x0802[15:0]  0x0802         0          16        User   R/W 
FIXREGSD0              0x0804[7:0]   0x0804         0          8         User   R/W 
FIXREGSA1              0x0805[15:0]  0x0805         0          16        User   R/W 
FIXREGSD1              0x0807[7:0]   0x0807         0          8         User   R/W 
FIXREGSA2              0x0808[15:0]  0x0808         0          16        User   R/W 
FIXREGSD2              0x080A[7:0]   0x080A         0          8         User   R/W 
FIXREGSA3              0x080B[15:0]  0x080B         0          16        User   R/W 
FIXREGSD3              0x080D[7:0]   0x080D         0          8         User   R/W 
FIXREGSA4              0x080E[15:0]  0x080E         0          16        User   R/W 
FIXREGSD4              0x0810[7:0]   0x0810         0          8         User   R/W 
FIXREGSA5              0x0811[15:0]  0x0811         0          16        User   R/W 
FIXREGSD5              0x0813[7:0]   0x0813         0          8         User   R/W 
FIXREGSA6              0x0814[15:0]  0x0814         0          16        User   R/W 
FIXREGSD6              0x0816[7:0]   0x0816         0          8         User   R/W 
FIXREGSA7              0x0817[15:0]  0x0817         0          16        User   R/W 
FIXREGSD7              0x0819[7:0]   0x0819         0          8         User   R/W 
FIXREGSA8              0x081A[15:0]  0x081A         0          16        User   R/W 
FIXREGSD8              0x081C[7:0]   0x081C         0          8         User   R/W 
FIXREGSA9              0x081D[15:0]  0x081D         0          16        User   R/W 
FIXREGSD9              0x081F[7:0]   0x081F         0          8         User   R/W 
FIXREGSA10             0x0820[15:0]  0x0820         0          16        User   R/W 
FIXREGSD10             0x0822[7:0]   0x0822         0          8         User   R/W 
FIXREGSA11             0x0823[15:0]  0x0823         0          16        User   R/W 
FIXREGSD11             0x0825[7:0]   0x0825         0          8         User   R/W 
FIXREGSA12             0x0826[15:0]  0x0826         0          16        User   R/W 
FIXREGSD12             0x0828[7:0]   0x0828         0          8         User   R/W 
FIXREGSA13             0x0829[15:0]  0x0829         0          16        User   R/W 
FIXREGSD13             0x082B[7:0]   0x082B         0          8         User   R/W 
FIXREGSA14             0x082C[15:0]  0x082C         0          16        User   R/W 
FIXREGSD14             0x082E[7:0]   0x082E         0          8         User   R/W 
FIXREGSA15             0x082F[15:0]  0x082F         0          16        User   R/W 
FIXREGSD15             0x0831[7:0]   0x0831         0          8         User   R/W 
FIXREGSA16             0x0832[15:0]  0x0832         0          16        User   R/W 
FIXREGSD16             0x0834[7:0]   0x0834         0          8         User   R/W 
FIXREGSA17             0x0835[15:0]  0x0835         0          16        User   R/W 
FIXREGSD17             0x0837[7:0]   0x0837         0          8         User   R/W 
FIXREGSA18             0x0838[15:0]  0x0838         0          16        User   R/W 
FIXREGSD18             0x083A[7:0]   0x083A         0          8         User   R/W 
FIXREGSA19             0x083B[15:0]  0x083B         0          16        User   R/W 
FIXREGSD19             0x083D[7:0]   0x083D         0          8         User   R/W 
FIXREGSA20             0x083E[15:0]  0x083E         0          16        User   R/W 
FIXREGSD20             0x0840[7:0]   0x0840         0          8         User   R/W 
FIXREGSA21             0x0841[15:0]  0x0841         0          16        User   R/W 
FIXREGSD21             0x0843[7:0]   0x0843         0          8         User   R/W 
FIXREGSA22             0x0844[15:0]  0x0844         0          16        User   R/W 
FIXREGSD22             0x0846[7:0]   0x0846         0          8         User   R/W 
FIXREGSA23             0x0847[15:0]  0x0847         0          16        User   R/W 
FIXREGSD23             0x0849[7:0]   0x0849         0          8         User   R/W 
FIXREGSA24             0x084A[15:0]  0x084A         0          16        User   R/W 
FIXREGSD24             0x084C[7:0]   0x084C         0          8         User   R/W 
FIXREGSA25             0x084D[15:0]  0x084D         0          16        User   R/W 
FIXREGSD25             0x084F[7:0]   0x084F         0          8         User   R/W 
FIXREGSA26             0x0850[15:0]  0x0850         0          16        User   R/W 
FIXREGSD26             0x0852[7:0]   0x0852         0          8         User   R/W 
FIXREGSA27             0x0853[15:0]  0x0853         0          16        User   R/W 
FIXREGSD27             0x0855[7:0]   0x0855         0          8         User   R/W 
FIXREGSA28             0x0856[15:0]  0x0856         0          16        User   R/W 
FIXREGSD28             0x0858[7:0]   0x0858         0          8         User   R/W 
FIXREGSA29             0x0859[15:0]  0x0859         0          16        User   R/W 
FIXREGSD29             0x085B[7:0]   0x085B         0          8         User   R/W 
FIXREGSA30             0x085C[15:0]  0x085C         0          16        User   R/W 
FIXREGSD30             0x085E[7:0]   0x085E         0          8         User   R/W 
FIXREGSA31             0x085F[15:0]  0x085F         0          16        User   R/W 
FIXREGSD31             0x0861[7:0]   0x0861         0          8         User   R/W 
XAXB_EXTCLK_EN         0x090E[0]     0x090E         0          1         User   R/W 
IO_VDD_SEL             0x0943[0]     0x0943         0          1         User   R/W 
IN_PULSED_CMOS_EN      0x0949[7:4]   0x0949         4          4         User   R/W 
IN_EN                  0x0949[3:0]   0x0949         0          4         User   R/W 
INX_TO_PFD_EN          0x094A[3:0]   0x094A         0          4         User   R/W 
REFCLK_HYS_SEL         0x094E[11:0]  0x094E         0          12        User   R/W 
MXAXB_INTEGER          0x095E[0]     0x095E         0          1         User   R/W 
N_ADD_0P5              0x0A02[4:0]   0x0A02         0          5         User   R/W 
N_CLK_TO_OUTX_EN       0x0A03[4:0]   0x0A03         0          5         User   R/W 
N_PIBYP                0x0A04[4:0]   0x0A04         0          5         User   R/W 
N_PDNB                 0x0A05[4:0]   0x0A05         0          5         User   R/W 
N0_HIGH_FREQ           0x0A14[3]     0x0A14         3          1         User   R/W 
N1_HIGH_FREQ           0x0A1A[3]     0x0A1A         3          1         User   R/W 
N2_HIGH_FREQ           0x0A20[3]     0x0A20         3          1         User   R/W 
N3_HIGH_FREQ           0x0A26[3]     0x0A26         3          1         User   R/W 
N4_HIGH_FREQ           0x0A2C[3]     0x0A2C         3          1         User   R/W 
FRACN_CLK_DIS_PLL      0x0B44[5]     0x0B44         5          1         User   R/W 
PDIV_FRACN_CLK_DIS     0x0B44[3:0]   0x0B44         0          4         User   R/W 
LOS_CLK_DIS            0x0B46[3:0]   0x0B46         0          4         User   R/W 
OOF_CLK_DIS            0x0B47[4:0]   0x0B47         0          5         User   R/W 
OOF_DIV_CLK_DIS        0x0B48[4:0]   0x0B48         0          5         User   R/W 
N_CLK_DIS              0x0B4A[4:0]   0x0B4A         0          5         User   R/W 
VCO_RESET_CALCODE      0x0B57[11:0]  0x0B57         0          12        User   R/W 
