# Si538x/4x Settings Export
# 
# Part: Si5347
# Project File: Si5347-Edited-Project1.slabtimeproj
# Design ID: <none>
# Export Mode: AllNonSpecialUserRegisters
# Setting Names: Customer
# Die Revision: B1
# Creator: CBProMultiProjectExport v2.23.5 [2018-05-02]
# Created On: 2018-05-02 10:36:41 GMT-05:00
Location,SettingName,DecimalValue,HexValue
0x0539[6:4],IN3_PRIORITY_PLLB,4,0x4
0x053A[1:0],HSW_MODE_PLLB,2,0x2
0x053A[3:2],HSW_PHMEAS_CTRL_PLLB,0,0x0
0x053B[9:0],HSW_PHMEAS_THR_PLLB,3,0x003
0x053D[4:0],HSW_COARSE_PM_LEN_PLLB,12,0x0C
0x053E[4:0],HSW_COARSE_PM_DLY_PLLB,6,0x06
0x0542[17:0],FINE_ADJ_OVR_PLLB,0,0x00000
0x0545[1],FORCE_FINE_ADJ_PLLB,0,0x0
0x0589[12:0],PFD_EN_DELAY_PLLB,705,0x02C1
0x059B[1],INIT_LP_CLOSE_HO_PLLB,1,0x1
0x059B[2],HO_SKIP_PHASE_PLLB,0,0x0
0x059B[4],HOLD_PRESERVE_HIST_PLLB,1,0x1
0x059B[5],HOLD_FRZ_WITH_INTONLY_PLLB,1,0x1
0x059B[6],HOLDEXIT_BW_SEL0_PLLB,1,0x1
0x059B[7],HOLDEXIT_STD_BO_PLLB,1,0x1
0x059D[5:0],HOLDEXIT_BW0_PLLB,16,0x10
0x059E[5:0],HOLDEXIT_BW1_PLLB,32,0x20
0x059F[5:0],HOLDEXIT_BW2_PLLB,13,0x0D
0x05A0[5:0],HOLDEXIT_BW3_PLLB,12,0x0C
0x05A1[5:0],HOLDEXIT_BW4_PLLB,7,0x07
0x05A2[5:0],HOLDEXIT_BW5_PLLB,7,0x07
0x05A6[2:0],RAMP_STEP_SIZE_PLLB,3,0x3
0x05A6[3],RAMP_SWITCH_EN_PLLB,1,0x1
0x0602[4],ADD_DIV256_PLLC,0,0x0
0x0608[5:0],BW0_PLLC,16,0x10
0x0609[5:0],BW1_PLLC,30,0x1E
0x060A[5:0],BW2_PLLC,13,0x0D
0x060B[5:0],BW3_PLLC,12,0x0C
0x060C[5:0],BW4_PLLC,7,0x07
0x060D[5:0],BW5_PLLC,7,0x07
0x060E[5:0],FASTLOCK_BW0_PLLC,20,0x14
0x060F[5:0],FASTLOCK_BW1_PLLC,40,0x28
0x0610[5:0],FASTLOCK_BW2_PLLC,9,0x09
0x0611[5:0],FASTLOCK_BW3_PLLC,8,0x08
0x0612[5:0],FASTLOCK_BW4_PLLC,7,0x07
0x0613[5:0],FASTLOCK_BW5_PLLC,7,0x07
0x0615[55:0],M_NUM_PLLC,66795331387392,0x003CC000000000
0x061C[31:0],M_DEN_PLLC,2147483648,0x80000000
0x0621[3:0],M_FRAC_MODE_PLLC,11,0xB
0x0621[4],M_FRAC_EN_PLLC,0,0x0
0x0622[0],M_FSTEP_MSK_PLLC,1,0x1
0x0622[1],M_FSTEPW_DEN_PLLC,0,0x0
0x0623[55:0],M_FSTEPW_PLLC,0,0x00000000000000
0x062A[2:0],IN_SEL_PLLC,0,0x0
0x062B[0],FASTLOCK_AUTO_EN_PLLC,1,0x1
0x062B[1],FASTLOCK_MAN_PLLC,0,0x0
0x062C[0],HOLD_EN_PLLC,1,0x1
0x062C[3],HOLD_RAMP_BYP_PLLC,0,0x0
0x062C[4],HOLDEXIT_BW_SEL1_PLLC,0,0x0
0x062C[7:5],RAMP_STEP_INTERVAL_PLLC,4,0x4
0x062D[1],HOLD_RAMPBYP_NOHIST_PLLC,1,0x1
0x062E[4:0],HOLD_HIST_LEN_PLLC,25,0x19
0x062F[4:0],HOLD_HIST_DELAY_PLLC,25,0x19
0x0631[4:0],HOLD_REF_COUNT_FRC_PLLC,0,0x00
0x0632[23:0],HOLD_15M_CYC_COUNT_PLLC,41667,0x00A2C3
0x0635[0],FORCE_HOLD_PLLC,0,0x0
0x0636[1:0],CLK_SWITCH_MODE_PLLC,2,0x2
0x0636[2],HSW_EN_PLLC,1,0x1
0x0637[3:0],IN_LOS_MSK_PLLC,0,0x0
0x0637[7:4],IN_OOF_MSK_PLLC,0,0x0
0x0638[2:0],IN0_PRIORITY_PLLC,1,0x1
0x0638[6:4],IN1_PRIORITY_PLLC,2,0x2
0x0639[2:0],IN2_PRIORITY_PLLC,3,0x3
0x0639[6:4],IN3_PRIORITY_PLLC,4,0x4
0x063A[1:0],HSW_MODE_PLLC,2,0x2
0x063A[3:2],HSW_PHMEAS_CTRL_PLLC,0,0x0
0x063B[9:0],HSW_PHMEAS_THR_PLLC,3,0x003
0x063D[4:0],HSW_COARSE_PM_LEN_PLLC,12,0x0C
0x063E[4:0],HSW_COARSE_PM_DLY_PLLC,6,0x06
0x0642[17:0],FINE_ADJ_OVR_PLLC,0,0x00000
0x0645[1],FORCE_FINE_ADJ_PLLC,0,0x0
0x0689[12:0],PFD_EN_DELAY_PLLC,705,0x02C1
0x069B[1],INIT_LP_CLOSE_HO_PLLC,1,0x1
0x069B[2],HO_SKIP_PHASE_PLLC,0,0x0
0x069B[4],HOLD_PRESERVE_HIST_PLLC,1,0x1
0x069B[5],HOLD_FRZ_WITH_INTONLY_PLLC,1,0x1
0x069B[6],HOLDEXIT_BW_SEL0_PLLC,1,0x1
0x069B[7],HOLDEXIT_STD_BO_PLLC,1,0x1
0x069D[5:0],HOLDEXIT_BW0_PLLC,16,0x10
0x069E[5:0],HOLDEXIT_BW1_PLLC,32,0x20
0x069F[5:0],HOLDEXIT_BW2_PLLC,13,0x0D
0x06A0[5:0],HOLDEXIT_BW3_PLLC,12,0x0C
0x06A1[5:0],HOLDEXIT_BW4_PLLC,7,0x07
0x06A2[5:0],HOLDEXIT_BW5_PLLC,7,0x07
0x06A6[2:0],RAMP_STEP_SIZE_PLLC,3,0x3
0x06A6[3],RAMP_SWITCH_EN_PLLC,1,0x1
0x0702[4],ADD_DIV256_PLLD,0,0x0
0x0709[5:0],BW0_PLLD,16,0x10
0x070A[5:0],BW1_PLLD,30,0x1E
0x070B[5:0],BW2_PLLD,13,0x0D
0x070C[5:0],BW3_PLLD,12,0x0C
0x070D[5:0],BW4_PLLD,7,0x07
0x070E[5:0],BW5_PLLD,7,0x07
0x070F[5:0],FASTLOCK_BW0_PLLD,20,0x14
0x0710[5:0],FASTLOCK_BW1_PLLD,40,0x28
0x0711[5:0],FASTLOCK_BW2_PLLD,9,0x09
0x0712[5:0],FASTLOCK_BW3_PLLD,8,0x08
0x0713[5:0],FASTLOCK_BW4_PLLD,7,0x07
0x0714[5:0],FASTLOCK_BW5_PLLD,7,0x07
0x0716[55:0],M_NUM_PLLD,63780264345600,0x003A0200000000
0x071D[31:0],M_DEN_PLLD,2147483648,0x80000000
0x0722[3:0],M_FRAC_MODE_PLLD,11,0xB
0x0722[4],M_FRAC_EN_PLLD,0,0x0
0x0723[0],M_FSTEP_MSK_PLLD,1,0x1
0x0723[1],M_FSTEPW_DEN_PLLD,0,0x0
0x0724[55:0],M_FSTEPW_PLLD,0,0x00000000000000
0x072B[2:0],IN_SEL_PLLD,0,0x0
0x072C[0],FASTLOCK_AUTO_EN_PLLD,1,0x1
0x072C[1],FASTLOCK_MAN_PLLD,0,0x0
0x072D[0],HOLD_EN_PLLD,1,0x1
0x072D[3],HOLD_RAMP_BYP_PLLD,0,0x0
0x072D[4],HOLDEXIT_BW_SEL1_PLLD,0,0x0
0x072D[7:5],RAMP_STEP_INTERVAL_PLLD,4,0x4
0x072E[1],HOLD_RAMPBYP_NOHIST_PLLD,1,0x1
0x072F[4:0],HOLD_HIST_LEN_PLLD,25,0x19
0x0730[4:0],HOLD_HIST_DELAY_PLLD,25,0x19
0x0732[4:0],HOLD_REF_COUNT_FRC_PLLD,0,0x00
0x0733[23:0],HOLD_15M_CYC_COUNT_PLLD,41667,0x00A2C3
0x0736[0],FORCE_HOLD_PLLD,0,0x0
0x0737[1:0],CLK_SWITCH_MODE_PLLD,2,0x2
0x0737[2],HSW_EN_PLLD,1,0x1
0x0738[3:0],IN_LOS_MSK_PLLD,0,0x0
0x0738[7:4],IN_OOF_MSK_PLLD,0,0x0
0x0739[2:0],IN0_PRIORITY_PLLD,1,0x1
0x0739[6:4],IN1_PRIORITY_PLLD,2,0x2
0x073A[2:0],IN2_PRIORITY_PLLD,3,0x3
0x073A[6:4],IN3_PRIORITY_PLLD,4,0x4
0x073B[1:0],HSW_MODE_PLLD,2,0x2
0x073B[3:2],HSW_PHMEAS_CTRL_PLLD,0,0x0
0x073C[9:0],HSW_PHMEAS_THR_PLLD,3,0x003
0x073E[4:0],HSW_COARSE_PM_LEN_PLLD,12,0x0C
0x073F[4:0],HSW_COARSE_PM_DLY_PLLD,6,0x06
0x0743[17:0],FINE_ADJ_OVR_PLLD,0,0x00000
0x0746[1],FORCE_FINE_ADJ_PLLD,0,0x0
0x0789[12:0],PFD_EN_DELAY_PLLD,705,0x02C1
0x079B[1],INIT_LP_CLOSE_HO_PLLD,1,0x1
0x079B[2],HO_SKIP_PHASE_PLLD,0,0x0
0x079B[4],HOLD_PRESERVE_HIST_PLLD,1,0x1
0x079B[5],HOLD_FRZ_WITH_INTONLY_PLLD,1,0x1
0x079B[6],HOLDEXIT_BW_SEL0_PLLD,1,0x1
0x079B[7],HOLDEXIT_STD_BO_PLLD,1,0x1
0x079D[5:0],HOLDEXIT_BW0_PLLD,16,0x10
0x079E[5:0],HOLDEXIT_BW1_PLLD,32,0x20
0x079F[5:0],HOLDEXIT_BW2_PLLD,13,0x0D
0x07A0[5:0],HOLDEXIT_BW3_PLLD,12,0x0C
0x07A1[5:0],HOLDEXIT_BW4_PLLD,7,0x07
0x07A2[5:0],HOLDEXIT_BW5_PLLD,7,0x07
0x07A6[2:0],RAMP_STEP_SIZE_PLLD,3,0x3
0x07A6[3],RAMP_SWITCH_EN_PLLD,1,0x1
0x0802[15:0],FIXREGSA0,1077,0x0435
0x0804[7:0],FIXREGSD0,0,0x00
0x0805[15:0],FIXREGSA1,1093,0x0445
0x0807[7:0],FIXREGSD1,0,0x00
0x0808[15:0],FIXREGSA2,1090,0x0442
0x080A[7:0],FIXREGSD2,0,0x00
0x080B[15:0],FIXREGSA3,1091,0x0443
0x080D[7:0],FIXREGSD3,0,0x00
0x080E[15:0],FIXREGSA4,1092,0x0444
0x0810[7:0],FIXREGSD4,0,0x00
0x0811[15:0],FIXREGSA5,1333,0x0535
0x0813[7:0],FIXREGSD5,0,0x00
0x0814[15:0],FIXREGSA6,1349,0x0545
0x0816[7:0],FIXREGSD6,0,0x00
0x0817[15:0],FIXREGSA7,1346,0x0542
0x0819[7:0],FIXREGSD7,0,0x00
0x081A[15:0],FIXREGSA8,1347,0x0543
0x081C[7:0],FIXREGSD8,0,0x00
0x081D[15:0],FIXREGSA9,1348,0x0544
0x081F[7:0],FIXREGSD9,0,0x00
0x0820[15:0],FIXREGSA10,1589,0x0635
0x0822[7:0],FIXREGSD10,0,0x00
0x0823[15:0],FIXREGSA11,1605,0x0645
0x0825[7:0],FIXREGSD11,0,0x00
0x0826[15:0],FIXREGSA12,1602,0x0642
0x0828[7:0],FIXREGSD12,0,0x00
0x0829[15:0],FIXREGSA13,1603,0x0643
0x082B[7:0],FIXREGSD13,0,0x00
0x082C[15:0],FIXREGSA14,1604,0x0644
0x082E[7:0],FIXREGSD14,0,0x00
0x082F[15:0],FIXREGSA15,1846,0x0736
0x0831[7:0],FIXREGSD15,0,0x00
0x0832[15:0],FIXREGSA16,1862,0x0746
0x0834[7:0],FIXREGSD16,0,0x00
0x0835[15:0],FIXREGSA17,1859,0x0743
0x0837[7:0],FIXREGSD17,0,0x00
0x0838[15:0],FIXREGSA18,1860,0x0744
0x083A[7:0],FIXREGSD18,0,0x00
0x083B[15:0],FIXREGSA19,1861,0x0745
0x083D[7:0],FIXREGSD19,0,0x00
0x083E[15:0],FIXREGSA20,0,0x0000
0x0840[7:0],FIXREGSD20,0,0x00
0x0841[15:0],FIXREGSA21,0,0x0000
0x0843[7:0],FIXREGSD21,0,0x00
0x0844[15:0],FIXREGSA22,0,0x0000
0x0846[7:0],FIXREGSD22,0,0x00
0x0847[15:0],FIXREGSA23,0,0x0000
0x0849[7:0],FIXREGSD23,0,0x00
0x084A[15:0],FIXREGSA24,0,0x0000
0x084C[7:0],FIXREGSD24,0,0x00
0x084D[15:0],FIXREGSA25,0,0x0000
0x084F[7:0],FIXREGSD25,0,0x00
0x0850[15:0],FIXREGSA26,0,0x0000
0x0852[7:0],FIXREGSD26,0,0x00
0x0853[15:0],FIXREGSA27,0,0x0000
0x0855[7:0],FIXREGSD27,0,0x00
0x0856[15:0],FIXREGSA28,0,0x0000
0x0858[7:0],FIXREGSD28,0,0x00
0x0859[15:0],FIXREGSA29,0,0x0000
0x085B[7:0],FIXREGSD29,0,0x00
0x085C[15:0],FIXREGSA30,0,0x0000
0x085E[7:0],FIXREGSD30,0,0x00
0x085F[15:0],FIXREGSA31,0,0x0000
0x0861[7:0],FIXREGSD31,0,0x00
0x090E[0],XAXB_EXTCLK_EN,0,0x0
0x0943[0],IO_VDD_SEL,0,0x0
0x0949[3:0],IN_EN,15,0xF
0x0949[7:4],IN_PULSED_CMOS_EN,0,0x0
0x094A[3:0],INX_TO_PFD_EN,15,0xF
0x094E[11:0],REFCLK_HYS_SEL,585,0x249
0x095E[0],MXAXB_INTEGER,0,0x0
0x0A03[4:0],N_CLK_TO_OUTX_EN,15,0x0F
0x0A04[4:0],N_PIBYP,0,0x00
0x0A05[4:0],N_PDNB,15,0x0F
0x0B44[3:0],PDIV_FRACN_CLK_DIS,15,0xF
0x0B44[4],FRACN_CLK_DIS_PLLA,0,0x0
0x0B44[5],FRACN_CLK_DIS_PLLB,0,0x0
0x0B44[6],FRACN_CLK_DIS_PLLC,1,0x1
0x0B44[7],FRACN_CLK_DIS_PLLD,1,0x1
0x0B45[0],CLK_DIS_PLLA,0,0x0
0x0B45[1],CLK_DIS_PLLB,0,0x0
0x0B45[2],CLK_DIS_PLLC,0,0x0
0x0B45[3],CLK_DIS_PLLD,0,0x0
0x0B46[3:0],LOS_CLK_DIS,0,0x0
0x0B47[4:0],OOF_CLK_DIS,0,0x00
0x0B48[4:0],OOF_DIV_CLK_DIS,0,0x00
0x0B4A[4:0],N_CLK_DIS,0,0x00
0x0B57[11:0],VCO_RESET_CALCODE,270,0x10E
